City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,rabo de peixe,37.8,-25.5833,17.77,99,40,7.72,PT,1707688005
277,lincoln city,44.9582,-124.0179,11.5,95,100,4.02,US,1707687842
278,oyotun,-6.8519,-79.3036,28.57,67,87,1.93,PE,1707688005
279,gori,41.9842,44.1158,7.37,58,55,0.52,GE,1707688005
280,tamanrasset,22.785,5.5228,13.95,9,0,2.06,DZ,1707688006
281,balikesir,39.75,28.0,16.4,51,75,3.6,TR,1707688006
282,pionerskiy,54.9508,20.2275,2.91,97,100,8.66,RU,1707688006
283,dhrangadhra,22.9833,71.4667,18.27,44,100,3.54,IN,1707688006
284,kourou,5.1552,-52.6478,28.03,81,42,3.39,GF,1707688006
285,glazov,58.1394,52.6584,-21.84,100,100,1.62,RU,1707688007
286,toyooka,35.5333,134.8333,7.67,54,93,12.21,JP,1707688007
287,vandalia,39.8906,-84.1988,9.17,59,20,3.6,US,1707688007
288,alesund,62.4723,6.1549,3.75,74,0,4.63,NO,1707687879
289,chicoana,-25.1009,-65.5331,27.03,82,92,2.23,AR,1707688008
290,kargasok,59.0556,80.8572,-20.58,96,97,3.72,RU,1707688008
291,makubetsu,45.3714,141.8211,-3.99,64,96,3.58,JP,1707688008
292,hasaki,35.7333,140.8333,2.94,92,100,9.4,JP,1707688008
293,afif,23.9065,42.9172,11.41,41,0,4.83,SA,1707688009
294,shimoda,34.6667,138.95,2.28,71,3,3.2,JP,1707688009
295,fada,9.5667,8.3,25.34,24,1,1.15,NG,1707688009
296,cascais,38.6979,-9.4215,18.06,98,98,9.83,PT,1707687787
297,babor - ville,36.4899,5.5393,8.04,69,10,2.06,DZ,1707688010
298,padangsidempuan,1.3667,99.2667,22.18,96,76,1.85,ID,1707688010
299,kijang,35.2442,129.2139,-3.15,69,0,1.25,KR,1707688010
300,panacan,9.2463,118.4082,25.07,84,4,7.56,PH,1707688010
301,smithers,54.7804,-127.1743,-3.82,100,100,1.03,CA,1707688011
302,polyarnyy,69.1989,33.4478,-16.62,95,100,2.71,RU,1707688011
303,paoua,7.2427,16.4406,24.77,20,88,1.42,CF,1707688011
304,zheleznodorozhnyy,55.7503,38.0042,-5.77,95,100,3.58,RU,1707688012
305,korsakov,46.6328,142.7813,-22.09,99,23,1.98,RU,1707688012
306,iguape,-24.7081,-47.5553,26.56,86,5,4.35,BR,1707688012
307,shambu,9.5667,37.1,14.78,48,63,0.71,ET,1707688012
308,howard springs,-12.497,131.047,24.99,96,100,6.15,AU,1707688012
309,lambarene,-0.7001,10.2406,26.57,88,100,1.35,GA,1707688013
310,san patricio,28.017,-97.5169,27.97,38,0,8.76,US,1707687876
311,saint-pierre,-21.3393,55.4781,26.82,78,0,2.06,RE,1707688013
312,rudbar,30.15,62.6,17.38,24,100,2.92,AF,1707688013
313,turpan,42.9333,89.1667,2.29,62,3,0.65,CN,1707687875
314,mersing,2.4312,103.8405,26.95,83,20,6.17,MY,1707688014
315,maragogi,-9.0122,-35.2225,27.12,79,97,4.03,BR,1707688014
316,yemva,62.59,50.8594,-27.36,100,100,1.29,RU,1707688014
317,floro,61.5996,5.0328,6.04,56,0,5.66,NO,1707688014
318,sierra grande,-41.606,-65.3557,31.98,9,100,9.55,AR,1707688015
319,mbake,14.7903,-15.908,29.88,17,0,4.75,SN,1707688015
320,tual,-5.6667,132.75,28.75,77,89,5.91,ID,1707688015
321,college,64.8569,-147.8028,-4.56,90,100,1.54,US,1707688015
322,ingeniero jacobacci,-41.3427,-69.5448,21.39,25,100,11.49,AR,1707688016
323,gisborne,-38.6533,178.0042,17.26,49,0,3.35,NZ,1707688016
324,vetapalem,15.7833,80.3167,20.0,93,8,1.87,IN,1707688016
325,griffith,41.5284,-87.4237,6.72,67,0,3.6,US,1707688016
326,sabang,5.8933,95.3214,28.28,76,0,12.42,ID,1707688016
327,selfoss,63.9331,-20.9971,-3.34,72,88,6.17,IS,1707688017
328,interlaken,36.9513,-121.7338,18.45,60,0,2.57,US,1707688017
329,acarau,-2.8856,-40.12,27.28,84,100,6.41,BR,1707688017
330,molde,62.7375,7.1591,-2.09,80,40,4.63,NO,1707687958
331,nemuro,43.3236,145.575,-5.41,75,80,2.6,JP,1707688018
332,jabor,5.921,169.6434,27.57,82,90,9.86,MH,1707688018
333,brookings,44.3114,-96.7984,6.17,60,0,7.72,US,1707687747
334,aldan,58.6031,125.3894,-13.03,97,100,1.38,RU,1707687761
335,akureyri,65.6835,-18.0878,-1.04,93,75,3.6,IS,1707688018
336,kuta,-8.7233,115.1723,25.97,88,75,3.6,ID,1707688019
337,nogliki,51.8333,143.1667,-22.03,100,78,2.24,RU,1707688019
338,khandyga,62.6667,135.6,-38.24,98,42,1.47,RU,1707688019
339,baukau,51.5526,7.2042,9.11,86,98,2.96,DE,1707688019
340,shahrud,36.4182,54.9763,7.43,48,3,1.35,IR,1707688019
341,rio claro,-22.4114,-47.5614,26.89,63,65,1.21,BR,1707688020
342,geraldton,-28.7667,114.6,22.23,88,0,3.6,AU,1707688020
343,sydney mines,46.2367,-60.2177,3.43,87,40,4.63,CA,1707688020
344,fortaleza,-3.7227,-38.5247,29.48,89,0,2.57,BR,1707688020
345,nhamunda,-2.1861,-56.7131,28.03,71,85,0.97,BR,1707688021
346,hamilton,39.1834,-84.5333,10.8,60,0,4.63,US,1707687904
347,montecarlo,-26.5662,-54.757,31.0,43,78,1.03,AR,1707688021
348,mogadishu,2.0371,45.3438,25.85,86,31,7.97,SO,1707688021
349,walvis bay,-22.9575,14.5053,19.53,77,82,0.0,NA,1707687915
350,chonchi,-42.6128,-73.8092,16.56,42,58,3.07,CL,1707688022
351,singaraja,-8.112,115.0882,26.48,84,100,2.07,ID,1707687820
352,horta,38.5333,-28.6333,17.23,88,40,12.07,PT,1707688022
353,nsanje,-16.92,35.262,22.88,99,99,1.37,MW,1707688023
354,kachkanar,58.7,59.4948,-17.7,92,14,3.14,RU,1707688023
355,hovd,48.0056,91.6419,1.6,49,22,12.68,MN,1707688023
356,holualoa,19.6228,-155.9522,24.32,76,0,4.12,US,1707688024
357,emporia,38.4039,-96.1817,5.29,56,20,5.14,US,1707688024
358,tsiombe,-25.3,45.4833,24.4,97,96,1.98,MG,1707687901
359,lae,-6.7221,146.9847,26.37,87,73,1.49,PG,1707688025
360,funafuti,-8.5243,179.1942,28.0,94,100,6.69,TV,1707688025
361,copiapo,-27.3667,-70.3333,19.83,49,4,3.04,CL,1707688025
362,namibe,-15.1961,12.1522,26.7,73,100,0.39,AO,1707688025
363,villazon,-22.0866,-65.5942,18.21,49,99,8.6,BO,1707688026
364,lamu,-2.2717,40.902,26.81,83,100,5.19,KE,1707688026
365,hede,33.7681,120.2517,3.89,81,0,3.17,CN,1707688026
366,gebeit,21.0667,36.3167,15.43,62,0,1.83,SD,1707688026
367,dudinka,69.4058,86.1778,-34.07,97,24,0.89,RU,1707688027
368,dolores,-36.3132,-57.6792,28.36,67,38,2.38,AR,1707688027
369,port angeles,48.1181,-123.4307,11.06,78,0,2.06,US,1707688027
370,hastings,50.8552,0.5729,7.94,90,22,5.78,GB,1707688027
371,caetite,-14.0694,-42.475,20.79,79,100,2.99,BR,1707688028
372,zhangye,38.9342,100.4517,0.43,21,2,2.25,CN,1707688028
373,akrehamn,59.2667,5.1833,4.67,70,75,6.69,NO,1707688028
374,loa janan,-0.583,117.095,22.1,99,82,0.52,ID,1707688028
375,mazagao,-0.115,-51.2894,27.03,89,83,2.23,BR,1707688029
376,lompoc,34.6391,-120.4579,18.77,55,0,6.17,US,1707688029
377,luba,3.4568,8.5547,27.94,82,82,5.25,GQ,1707688029
378,mandalgovi,45.7625,106.2708,-10.87,77,3,4.71,MN,1707688029
379,malango,-2.9627,119.9001,21.76,98,100,1.33,ID,1707688030
380,burang,30.25,81.1667,-14.51,49,3,0.65,CN,1707688030
381,huarmey,-10.0681,-78.1522,26.71,75,92,4.95,PE,1707688030
382,nadi,-17.8,177.4167,29.0,89,75,4.12,FJ,1707688018
383,juneau,58.3019,-134.4197,4.12,87,75,4.63,US,1707687830
384,guerrero,17.6667,-100.0,29.9,28,0,0.75,MX,1707688031
385,al jawf,29.5,38.75,10.77,66,4,4.38,SA,1707687907
386,trairi,-3.2778,-39.2689,26.85,84,99,3.69,BR,1707688032
387,vilyuysk,63.7553,121.6247,-27.22,96,100,4.92,RU,1707688032
388,bengkulu,-3.8004,102.2655,23.95,89,60,1.72,ID,1707688032
389,aykhal,66.0,111.5,-34.35,99,100,4.11,RU,1707688032
390,hwange,-18.3693,26.5019,25.08,58,57,3.79,ZW,1707688033
391,lloydminster,53.2835,-110.0016,0.12,64,20,7.2,CA,1707688023
392,maxixe,-23.8597,35.3472,25.24,62,56,4.87,MZ,1707688033
393,pervomaysk,48.0443,30.8507,9.09,88,100,4.97,UA,1707688034
394,tra vinh,9.9347,106.3453,22.44,82,6,2.4,VN,1707688034
395,quiberon,47.4841,-3.1196,8.93,88,100,3.35,FR,1707688034
396,kapuskasing,49.4169,-82.4331,-6.95,79,100,2.06,CA,1707688034
397,imzouren,35.1463,-3.8497,13.6,77,0,1.03,MA,1707688035
398,migne,46.6274,0.3146,6.65,95,0,3.09,FR,1707688035
399,svetlyy,54.675,20.1347,3.03,98,100,5.52,RU,1707688035
400,yamada,39.4667,141.95,-0.42,63,65,2.12,JP,1707688035
401,shache,38.4167,77.2406,0.32,56,72,1.4,CN,1707688000
402,karratha,-20.7377,116.8463,27.56,68,0,3.61,AU,1707688036
403,luchegorsk,46.4764,134.2569,-20.58,100,99,1.32,RU,1707688036
404,mossel bay,-34.1831,22.146,20.13,86,80,5.48,ZA,1707687974
405,marsh harbour,26.5412,-77.0636,23.41,69,75,5.28,BS,1707688037
406,qarayeri,40.7886,46.3066,11.49,35,20,4.12,AZ,1707688037
407,syzran',53.1585,48.4681,-24.05,100,95,1.5,RU,1707688037
408,banda aceh,5.5577,95.3222,25.67,79,8,6.31,ID,1707688037
409,jamsa,61.8642,25.19,-12.6,99,63,2.07,FI,1707688037
410,bamboo flat,11.7,92.7167,28.05,78,40,1.03,IN,1707688038
411,kone,-21.0595,164.8658,28.72,71,1,0.98,NC,1707688038
412,yur'yev-pol'skiy,56.5,39.6833,-9.08,95,100,4.8,RU,1707688038
413,hashtrud,37.4779,47.0508,0.33,75,1,1.45,IR,1707688038
414,maceio,-9.6658,-35.7353,28.69,83,40,4.63,BR,1707688039
415,ust'-ilimsk,58.0006,102.6619,-11.98,84,100,4.03,RU,1707688039
416,bardai,11.65,7.2333,23.81,17,0,3.51,NG,1707688039
417,pitimbu,-7.4706,-34.8086,27.33,80,63,5.0,BR,1707688039
418,eenhana,-17.4667,16.3333,23.67,63,62,2.02,NA,1707688040
419,arteche,12.2645,125.4048,24.11,89,100,7.46,PH,1707688040
420,limbazi,57.5129,24.7194,-0.55,94,100,3.75,LV,1707688040
421,vernon,50.2581,-119.2691,2.64,91,100,0.51,CA,1707688040
422,embrun,44.5639,6.4953,2.92,92,70,2.47,FR,1707688041
423,ad douiem,14.0012,32.3116,22.06,11,0,4.45,SD,1707688041
424,sanchursk,56.9413,47.2499,-17.68,100,96,2.92,RU,1707688041
425,terbanggi besar,-4.8667,105.2333,23.33,95,69,3.42,ID,1707688041
426,lerwick,60.1545,-1.1494,4.0,98,100,10.87,GB,1707688042
427,severo-yeniseyskiy,60.3725,93.0408,-18.01,94,100,4.47,RU,1707688042
428,lensk,60.7253,114.9278,-31.52,100,98,1.3,RU,1707688042
429,mingshui,36.7167,117.5,3.92,69,0,5.13,CN,1707688042
430,ulety,51.3572,112.4849,-3.76,75,100,3.7,RU,1707688043
431,tyuratam,45.6507,63.3156,-5.94,63,100,4.82,KZ,1707688043
432,sao francisco,-15.9486,-44.8644,22.33,91,99,1.11,BR,1707688043
433,papao,-17.75,-149.55,28.82,85,52,8.17,PF,1707688044
434,bacalar,18.6667,-88.3833,29.06,74,40,6.17,MX,1707688044
435,sirte,31.2089,16.5887,17.17,67,100,6.17,LY,1707687876
436,pudozh,61.8099,36.5345,-22.81,100,99,1.34,RU,1707688044
437,tshabong,-26.05,22.45,27.05,40,17,4.93,BW,1707688045
438,oruro,-17.9833,-67.15,18.27,42,40,5.14,BO,1707688045
439,springfield,37.2153,-93.2982,6.76,57,100,7.72,US,1707687793
440,nagqu,31.5,92.0,-12.93,60,100,1.74,CN,1707688045
441,la sarre,48.8002,-79.1996,-5.52,90,100,2.1,CA,1707688046
442,da nang,16.0678,108.2208,19.99,77,75,0.51,VN,1707687755
443,djenne,13.9061,-4.5533,27.17,8,0,4.49,ML,1707688046
444,shalqar,47.8333,59.6,-13.97,86,97,2.35,KZ,1707688046
445,wad medani,14.4012,33.5199,22.92,14,3,4.27,SD,1707687950
446,haiku-pauwela,20.9219,-156.3051,26.2,69,20,2.57,US,1707687883
447,codrington,-38.2667,141.9667,18.18,81,3,2.26,AU,1707688047
448,serowe,-22.3833,26.7167,19.91,70,68,3.37,BW,1707688047
449,giyani,-23.3025,30.7187,19.94,75,1,2.35,ZA,1707688048
450,n'dalatando,-9.2978,14.9116,21.13,89,91,0.32,AO,1707688048
451,bereznik,62.8551,42.7072,-22.38,100,100,0.9,RU,1707688048
452,kara-balta,42.8142,73.8481,0.58,96,100,1.14,KG,1707688048
453,timimoun,29.2639,0.231,19.21,27,1,2.57,DZ,1707688048
454,conduaga,8.862,117.4893,25.0,73,22,2.4,PH,1707688049
455,salavan,15.7167,106.4167,14.1,95,7,1.57,LA,1707688049
456,necochea,-38.5473,-58.7368,24.37,68,100,4.36,AR,1707687915
457,sale,34.0389,-6.8166,18.38,94,75,3.09,MA,1707688049
458,kenai,60.5544,-151.2583,-3.97,86,0,4.63,US,1707688050
459,el nido,11.1858,119.3956,26.01,75,26,10.53,PH,1707688050
460,pathein,16.7833,94.7333,20.47,81,58,3.07,MM,1707688050
461,whiteville,34.3388,-78.7031,21.08,73,40,4.63,US,1707688050
462,gaalkacyo,6.7697,47.4308,22.77,76,47,5.35,SO,1707688051
463,santiago de cao,-7.9589,-79.2392,25.07,83,75,5.14,PE,1707688051
464,klaksvik,62.2266,-6.589,5.51,93,97,9.36,FO,1707688051
465,phibun mangsahan,15.2447,105.2291,16.99,83,6,2.78,TH,1707688051
466,pembroke,45.8168,-77.1162,1.77,68,100,1.99,CA,1707687885
467,valparaiso,-33.0393,-71.6273,23.13,56,0,5.14,CL,1707687795
468,qinzhou,21.95,108.6167,13.92,67,3,1.41,CN,1707688052
469,hulan ergi,47.2042,123.6333,-4.66,60,4,8.22,CN,1707688052
470,la palma,33.8464,-118.0467,21.21,37,0,3.13,US,1707688053
471,betio village,1.358,172.9211,29.02,78,84,4.69,KI,1707688053
472,urzhar,47.093,81.6294,-5.32,85,100,3.55,KZ,1707688053
473,krasnovishersk,60.4078,57.082,-20.71,99,100,1.65,RU,1707688054
474,sandnessjoen,66.0217,12.6316,-4.77,50,0,6.69,NO,1707688054
475,nikolayevsk-on-amure,53.1406,140.73,-19.24,97,98,0.79,RU,1707688054
476,ceeldheer,3.8488,47.1806,25.47,81,57,4.08,SO,1707688054
477,kampung tanjung karang,3.4242,101.1849,24.31,85,31,2.91,MY,1707688055
478,naze,28.3667,129.4833,12.51,64,5,4.47,JP,1707688055
479,oamaru,-45.0784,170.9801,12.99,85,100,1.27,NZ,1707688055
480,ernee,48.2976,-0.9314,5.75,95,94,2.2,FR,1707688055
481,zhanaozen,43.3,52.8,8.02,72,100,4.88,KZ,1707687896
482,perundurai,11.2667,77.5833,19.86,87,32,0.64,IN,1707688056
483,zgornja kungota,46.6392,15.6156,8.89,94,100,0.51,SI,1707688056
484,thunder bay,48.4001,-89.3168,-3.01,80,100,1.03,CA,1707688057
485,vila velha,-20.3297,-40.2925,27.97,87,40,4.63,BR,1707688057
486,nelson bay,-32.7167,152.15,25.0,78,0,0.89,AU,1707688057
487,verkhnevilyuysk,63.4453,120.3167,-26.62,97,100,3.93,RU,1707688057
488,nuea khlong,8.0714,98.9993,22.08,94,20,2.57,TH,1707688058
489,cheat lake,39.672,-79.8534,11.13,69,100,2.06,US,1707688058
490,mili,6.0815,171.735,27.15,83,81,10.98,MH,1707688058
491,piacabucu,-10.4056,-36.4344,26.44,82,100,3.29,BR,1707688058
492,podgornoye,51.735,39.1496,-2.64,100,100,5.0,RU,1707688059
493,lodwar,3.1191,35.5973,31.4,36,19,5.73,KE,1707688059
494,jaciara,-15.9653,-54.9683,22.94,94,100,2.71,BR,1707688059
495,itoman,26.1247,127.6694,16.01,48,40,4.63,JP,1707688059
496,reyes,-14.3167,-67.3833,27.37,85,100,1.39,BO,1707688060
497,portland,45.5234,-122.6762,13.34,86,75,3.6,US,1707687803
498,chul'man,56.8479,124.9104,-19.27,99,100,1.31,RU,1707688060
499,itupiranga,-5.1347,-49.3267,30.18,88,96,1.71,BR,1707688060
500,dwarka,22.2394,68.9678,21.29,39,100,5.43,IN,1707688061
501,mount pleasant,32.7941,-79.8626,23.08,82,100,4.63,US,1707687999
502,murashi,59.3999,48.9615,-21.16,100,94,1.96,RU,1707688061
503,yurimaguas,-5.9,-76.0833,24.09,100,100,4.63,PE,1707688061
504,incheon,37.45,126.4161,-4.07,86,0,1.03,KR,1707688061
505,paine,-33.8167,-70.75,31.72,29,0,4.99,CL,1707688062
506,las palmas de gran canaria,28.0997,-15.4134,20.07,77,75,7.2,ES,1707688039
507,san luis de la loma,17.2706,-100.8939,27.87,61,0,4.39,MX,1707688062
508,blenheim,-41.516,173.9528,20.85,55,46,2.25,NZ,1707687824
509,levuka,50.1834,-105.4011,-0.16,83,37,6.74,CA,1707688063
510,segou,13.4317,-6.2157,27.98,9,0,4.19,ML,1707688063
511,nova vicosa,-17.8919,-39.3719,25.83,85,18,2.84,BR,1707688063
512,taulaga,-11.0553,-171.0883,28.35,82,100,9.2,AS,1707688063
513,plymouth,41.8334,-70.8328,8.7,56,0,4.12,US,1707687974
514,merizo village,13.2658,144.6691,26.32,76,46,7.83,GU,1707688064
515,rio grande,-32.035,-52.0986,25.06,91,68,5.8,BR,1707688064
516,linnich,50.9833,6.2667,9.43,88,75,2.06,DE,1707688064
517,mitu,1.1983,-70.1733,27.36,72,96,0.62,CO,1707688064
518,hopelchen,19.7667,-89.85,37.01,26,0,1.92,MX,1707688065
519,huruta,8.15,39.35,17.8,67,34,4.39,ET,1707688065
520,wau,7.7029,27.9953,29.26,22,51,2.2,SS,1707687884
521,bayanhongor,46.7167,100.1167,-18.4,86,15,1.8,MN,1707688065
522,pocao de pedras,-4.6667,-44.85,24.81,94,100,2.26,BR,1707688066
523,daqing,46.5833,125.0,-7.41,77,10,9.02,CN,1707688066
524,yelbarga,15.6333,76.0167,21.38,53,42,4.04,IN,1707688066
525,urengoy,65.9667,78.3667,-31.29,98,88,3.24,RU,1707688032
526,al kharj,24.155,47.3346,15.32,57,2,6.4,SA,1707688066
527,tibanbang,6.6315,126.1055,24.48,85,72,3.56,PH,1707688067
528,oranjemund,-28.55,16.4333,19.36,87,0,1.69,NA,1707687923
529,kruisfontein,-34.0033,24.7314,19.94,90,32,3.43,ZA,1707687924
530,kristiansund,63.1115,7.732,0.36,59,0,4.12,NO,1707688067
531,sangmelima,2.9333,11.9833,25.32,44,100,1.27,CM,1707688068
532,porto novo,6.4965,2.6036,28.9,86,77,3.47,BJ,1707687964
533,guaraniacu,-25.1008,-52.8781,25.86,56,85,1.75,BR,1707688068
534,newmarket,44.0501,-79.4663,2.41,76,96,2.69,CA,1707687812
535,illizi,26.4833,8.4667,19.89,35,91,1.12,DZ,1707688069
536,bowen,-20.0167,148.2333,25.93,77,24,3.03,AU,1707688069
537,oldenzaal,52.3,6.9333,8.73,88,100,0.89,NL,1707688069
538,breves,-1.6822,-50.4803,24.36,97,100,1.38,BR,1707688070
539,asau,46.4333,26.4,8.51,72,84,2.05,RO,1707687773
540,fort st. john,56.2499,-120.8529,2.94,44,75,4.12,CA,1707687880
541,nogamerzin-yurt,43.6536,44.8889,11.39,58,100,1.72,RU,1707688070
542,puerto baquerizo moreno,-0.9,-89.6,26.55,94,75,3.09,EC,1707688070
543,iwanai,42.9744,140.5089,-0.93,65,100,4.45,JP,1707688071
544,chos malal,-37.3781,-70.2709,27.37,17,80,10.15,AR,1707688071
545,taco pozo,-25.6167,-63.2833,31.83,54,89,2.02,AR,1707688071
546,terme,41.2092,36.9739,7.96,55,100,2.81,TR,1707688071
547,saldanha,-33.0117,17.9442,22.03,66,0,3.6,ZA,1707688071
548,blackfoot,43.1905,-112.345,1.88,58,99,1.9,US,1707688072
549,lasalgaon,20.15,74.2333,18.2,37,2,1.24,IN,1707688072
550,launceston,-41.45,147.1667,15.8,100,100,2.06,AU,1707688072
551,cooma,-36.2333,149.1333,21.57,52,0,2.02,AU,1707688072
552,dzhalagash,45.0833,64.6667,-4.25,50,100,4.68,KZ,1707688072
553,alaghsas,17.0187,8.0168,22.52,9,0,2.16,NE,1707688073
554,taro,-8.3862,115.28,22.0,94,100,0.55,ID,1707688073
555,kuytun,54.3419,101.5036,-16.58,93,100,2.35,RU,1707688073
556,palu,-0.8917,119.8707,24.48,97,94,0.7,ID,1707688073
557,pahrump,36.2083,-115.9839,10.7,37,1,0.89,US,1707687795
